ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
2625,RM1043/INFO011 - REVISED TICKETING SYSTEM FOR THE QUEEN'S BIRTHDAY PARADE,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2625,digital-outcomes-and-specialists-2,digital-outcomes,,BRITISH ARMY,mod.uk,Offsite,2017-05-22,2 weeks,1 year plus 1 year (option),1.0,,1.0,closed,,,,
2622,Borders  Data Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2622,digital-outcomes-and-specialists-2,digital-specialists,developer,Home Office Borders Technology Portfolio,homeoffice.gsi.gov.uk,South East England,2017-05-22,2 weeks,Up to 24 months or completion of the services.,9.0,2.0,11.0,closed,,,,
2618,ISS Service Design - Technical Support Technician,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2618,digital-outcomes-and-specialists-2,digital-specialists,portfolioManager,Ministry of Defence ISS,mod.gov.uk,South West England,2017-05-24,1 week,9 months with an option to extend by a further 6 months,5.0,,5.0,closed,,,,
2627,Scottish Social Security Technical Delivery Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2627,digital-outcomes-and-specialists-2,digital-outcomes,,Scottish Government Social Security Directorate,gov.scot,Scotland,2017-05-24,2 weeks,6 month inital period (with option to extend in 3 six month trenches),4.0,4.0,8.0,closed,,,,
2629,FSA542 - Development of Target Operating Model: Regulating Our Future (ROF),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2629,digital-outcomes-and-specialists-2,digital-outcomes,,Food Standards Agency (FSA),foodstandards.gsi.gov.uk,London,2017-06-13,2 weeks,This is a call-off contract for up to 24 months,14.0,11.0,25.0,awarded,IBM United Kingdom Ltd,large,2000000.0,2017-08-04
2634,Social Media Grassroots Advocacy Campaign,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2634,digital-outcomes-and-specialists-2,digital-outcomes,,"Genomics Education Programme, Health Education England",hee.nhs.uk,Offsite,2017-06-14,2 weeks,3 months,2.0,1.0,3.0,closed,,,,
2640,Moorfields Eye Hospital - Support Delivery of the Deployment work stream for Ophthalmic EMR,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2640,digital-outcomes-and-specialists-2,digital-outcomes,,Moorfields Eye Hospital NHS Foundation Trust,nhs.net,London,2017-05-24,2 weeks,2 years,7.0,1.0,8.0,awarded,Healthcare Clinical Informatics Ltd,small,294400.0,2017-08-07
2649,Discovery Phase for Disability Benefits,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2649,digital-outcomes-and-specialists-2,digital-outcomes,,Scottish Government,gov.scot,Scotland,2017-06-27,2 weeks,6 months with the option to extend by up to 25% of the original contract length,13.0,8.0,21.0,awarded,Sopra Steria Ltd,large,399244.0,2017-09-27
2639,Transforming Compliance and Enforcement Programme Integration Layer Development,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2639,digital-outcomes-and-specialists-2,digital-outcomes,,"HM Courts and Tribunal Services, Ministry of Justice",justice.gsi.gov.uk,London,2017-05-26,2 weeks,24 months,11.0,4.0,15.0,closed,,,,
2661,ISS Specialist Support for Innovation Strategy Outputs copy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2661,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-05-25,2 weeks,4 Months with options to extend to the 2 year point pending financial approval,9.0,3.0,12.0,closed,,,,
2660,ISS Specialist Support for Innovation Strategy Outputs,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2660,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-05-25,2 weeks,4 Months with options to extend to the 2 year point pending financial approval,14.0,4.0,18.0,closed,,,,
2656,Border Force Business Application Development,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2656,digital-outcomes-and-specialists-2,digital-outcomes,,"Home Office , Border Force",homeoffice.gsi.gov.uk,London,2017-05-25,2 weeks,Up to 24 months,4.0,3.0,7.0,closed,,,,
2653,User Research on the UK Development Tracker,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2653,digital-outcomes-and-specialists-2,digital-outcomes,,Department for International Development,dfid.gov.uk,Offsite,2017-05-25,2 weeks,To be completed by 31 July 2017,20.0,5.0,25.0,awarded,IAsquare (Dialect Labs),micro,18960.0,2017-08-14
2663,HMCTS Reform - Virtual Hearings (VH) Development Service,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2663,digital-outcomes-and-specialists-2,digital-outcomes,,HM Courts and Tribunal Service (HMCTS),justice.gsi.gov.uk,London,2017-11-06,2 weeks,"Up to 2 years. 1st SOW for 3 months, subsequent SOWs dependent on Agile phase duration",2.0,,2.0,unsuccessful,,,,
2709,ISOC Training Needs Analysis (TNA),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2709,digital-outcomes-and-specialists-2,digital-outcomes,,The Home Office,homeoffice.gsi.gov.uk,London,2017-05-26,2 weeks,4 weeks phase 1 with the possibility of follow on work.,7.0,5.0,12.0,closed,,,,
2725,Independent Panel Website Beta-Live Phase and Ongoing Maintanance and Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/2725,digital-outcomes-and-specialists-2,digital-outcomes,,Department of Health,dh.gsi.gov.uk,Offsite,2017-05-26,2 weeks,Approximately 18 months - Negotiable,17.0,,17.0,closed,,,,
3198,Pilot of Robotics Process Automation,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/3198,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,Offsite,2017-05-29,2 weeks,6 weeks,5.0,3.0,8.0,awarded,T-Impact Limited,small,7500.0,2017-06-26
3826,HM Courts and Tribunal Service (HMCTS) & Crown Prosecution Service (CPS),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/3826,digital-outcomes-and-specialists-2,digital-outcomes,,HM Courts and Tribunal Service (HMCTS) & Crown Prosecution Service (CPS),justice.gsi.gov.uk,London,2017-05-30,2 weeks,24 months,9.0,5.0,14.0,closed,,,,
3876,Digital Content Design For Online Publishing to GOV.UK 2017,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/3876,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Education,fasst.org.uk,London,2017-06-13,2 weeks,1 Yr with potential for a further 1 yr subject to budget availability and satisfactory performance.,3.0,,3.0,awarded,Scroll LLP,small,0.0,2017-07-01
4242,Project 20074 - DWP Digital Product Development Unit (PDU) - Design and Implementation,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4242,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Work and Pensions (DWP) Digital Group,dwp.gsi.gov.uk,North East England,2017-05-31,2 weeks,This will be a two year contract with an initial Statement of Works for discovery for up to 3 months,7.0,7.0,14.0,closed,,,,
4159,DAC-020 - Senior Web Developer - C3148,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4159,digital-outcomes-and-specialists-2,digital-specialists,developer,Home Office,homeoffice.gsi.gov.uk,London,2017-05-31,1 week,6 months with an option to extend up to a maximum of 12 months.,6.0,2.0,8.0,awarded,Fongops Limited,micro,152750.0,2017-01-31
4138,DAC-015a - Senior Web Developer - C3053 copy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4138,digital-outcomes-and-specialists-2,digital-specialists,developer,Home Office,homeoffice.gsi.gov.uk,London,2017-05-31,1 week,6 months with an option to extend up to a maximum of 12 months.,7.0,1.0,8.0,closed,,,,
4135,Communications and Marketing Lead,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4135,digital-outcomes-and-specialists-2,digital-specialists,communicationsManager,Home Office,homeoffice.gsi.gov.uk,South East England,2017-06-01,1 week,12 months,19.0,5.0,24.0,awarded,Parity Consultancy Services Ltd,medium,145600.0,2017-7-17
4445,Unix System Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4445,digital-outcomes-and-specialists-2,digital-specialists,webOperations,HM Passport Office,hmpo.gsi.gov.uk,London,2017-06-02,1 week,6-12 month,15.0,2.0,17.0,unsuccessful,,,,
4444,Application Lifecycle Management (ALM) - Test Automation Skills Injection,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4444,digital-outcomes-and-specialists-2,digital-outcomes,,Met Office,metoffice.gov.uk,South West England,2017-06-02,2 weeks,12-18 months,17.0,6.0,23.0,awarded,QA Consulting Services Limited,large,823000.0,2017-08-21
4446,ICT Security Consultant,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4446,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,London Fire Brigade,london-fire.gov.uk,London,2017-06-05,2 weeks,1 year,5.0,3.0,8.0,closed,,,,
4443,MoJ - Common Platform Programme – BaU Automation Engineers,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4443,digital-outcomes-and-specialists-2,digital-outcomes,,HM Court and Tribunal Service (HMCTS) & Crown Prosecution Service (CPS),hmcts.gsi.gov.uk,London,2017-07-05,2 weeks,12 + 12 months,7.0,2.0,9.0,closed,,,,
4428,MoJ CPP - Azure Automation (Dev_Ops),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4428,digital-outcomes-and-specialists-2,digital-outcomes,,HM Court and Tribunal Service (HMCTS) & Crown Prosecution Service (CPS),hmcts.gsi.gov.uk,London,2017-06-07,2 weeks,12 + 12 months,5.0,3.0,8.0,closed,,,,
4407,GLA Test Management,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4407,digital-outcomes-and-specialists-2,digital-outcomes,,Greater London Authority (GLA),tfl.gov.uk,London,2017-06-01,2 weeks,,25.0,6.0,31.0,closed,,,,
4448,Digital Transformation Programme (TRIPOD) Scrum Team Services,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4448,digital-outcomes-and-specialists-2,digital-outcomes,,Intellectual Property Office,ipo.gov.uk,Wales,2017-06-05,2 weeks,"2 years but will be dependent on speed of delivery of the TRIPOD portfolio, as such may be shorter",15.0,6.0,21.0,closed,,,,
4453,ECR Q2 Release,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4453,digital-outcomes-and-specialists-2,digital-outcomes,,Lancashire Care NHS Foundation Trust,lancashirecare.nhs.uk,North West England,2017-06-02,2 weeks,,3.0,,3.0,closed,,,,
4454,Discovery Exercise - GreatAir Manchester,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4454,digital-outcomes-and-specialists-2,digital-outcomes,,Transport for Greater Manchester on behalf of the Greater Manchester Combined Authorities,tfgm.com,North West England,2017-06-02,2 weeks,8 weeks,6.0,2.0,8.0,closed,,,,
4455,Improve digital services for requesting repairs and reporting anti social behaviour,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4455,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,London,2017-06-02,2 weeks,,5.0,2.0,7.0,closed,,,,
4457,Digital Permissions,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4457,digital-outcomes-and-specialists-2,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2017-06-04,2 weeks,"Up to 24 months, inital work package will be 4-6 months.",18.0,7.0,25.0,closed,,,,
4463,West London Mental Health Trust Business Intelligence Platform,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4463,digital-outcomes-and-specialists-2,digital-outcomes,,West London Mental Health NHS Trust,wlmht.nhs.uk,London,2017-06-07,2 weeks,1 year initially plus options to extend further for one year,5.0,1.0,6.0,closed,,,,
4475,Security Information Assurance Consultant,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4475,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Home Office,homeoffice.gsi.gov.uk,London,2017-06-06,1 week,,18.0,5.0,23.0,closed,,,,
4473,Phase 1 Networks,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4473,digital-outcomes-and-specialists-2,digital-outcomes,,Guy's and St. Thomas' NHS Foundation Trust,gstt.nhs.uk,London,2017-06-06,2 weeks,,3.0,1.0,4.0,closed,,,,
4472,Project 20104  - Business Analyst for Universal Credit Full Service Data Delivery Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4472,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,Department for Work and Pensions,dwp.gsi.gov.uk,London,2017-06-06,1 week,2 year contract - initial 4 month Statement of Work,22.0,5.0,27.0,closed,,,,
4469,Developer  (Data Engineer/Data Scientist) - Universal Credit Full Service Data Delivery Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4469,digital-outcomes-and-specialists-2,digital-specialists,developer,Department for Work and Pensions,dwp.gsi.gov.uk,London,2017-06-06,1 week,2 year contract - initial 4 month Statement of Work,6.0,4.0,10.0,closed,,,,
4468,Project 20092 -  Software Developer - Universal Credit Full Service Data Delivery Team copy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4468,digital-outcomes-and-specialists-2,digital-specialists,developer,Department for Work and Pensions,dwp.gsi.gov.uk,London,2017-06-06,1 week,2 year contract - initial 4 month statement of work,11.0,5.0,16.0,closed,,,,
4470,Project 20105 - Delivery Manager for Universal Credit Full Service Data Delivery Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4470,digital-outcomes-and-specialists-2,digital-specialists,deliveryManager,Department for Work and Pensions,dwp.gsi.gov.uk,London,2017-06-06,1 week,2 year contract - initial 4 month Statement of Work,21.0,5.0,26.0,closed,,,,
4496,WP1408 GOV.UK Roadmap Missions,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4496,digital-outcomes-and-specialists-2,user-research-participants,,"Government Digital Service, part of the Cabinet Office",digital.cabinet-office.gov.uk,London,2017-06-14,2 weeks,,6.0,,6.0,awarded,Criteria Fieldwork Ltd,small,75270.0,2017-7-24
4494,ISS Project Manager IUS,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4494,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-07,1 week,until 12/12/2017  with extensions to the 2 year point,8.0,3.0,11.0,closed,,,,
4491,MedTechScan - Horizon scanning of medical technologies for NHS professionals,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4491,digital-outcomes-and-specialists-2,digital-outcomes,,National Institute for Health and Care Excellence (NICE),nice.org.uk,North West England,2017-06-08,2 weeks,Initial 4 month SOW Discovery & Alpha. Stop/Go decision. Potential 12 months total contract period.,7.0,,7.0,awarded,Sigma,small,320300.0,2017-09-05
4483,Cloud Based Suite of Systems,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4483,digital-outcomes-and-specialists-2,digital-outcomes,,Allerdale Borough Council,allerdale.gov.uk,North West England,2017-06-22,2 weeks,2 years,2.0,2.0,4.0,closed,,,,
4480,Borders Java Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4480,digital-outcomes-and-specialists-2,digital-specialists,developer,Home Office Borders Technology Portfolio,homeoffice.gsi.gov.uk,South East England,2017-06-21,2 weeks,up to 2 years,14.0,2.0,16.0,closed,,,,
4515,ISS Pegasus Specialist Technical Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4515,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-08,1 week,The Contract will be for 12 months and will include 2 x 6 month extension options funding pending,7.0,3.0,10.0,closed,,,,
4513,ISS SyInfra Risk Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4513,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-08,1 week,The Contract will be for 12 months and will include 2 x 6 month extension options funding pending,12.0,1.0,13.0,closed,,,,
4509,Customer Support System; Re-implementation from CRM 2011 (on premise) to Dynamics 365 in the Cloud,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4509,digital-outcomes-and-specialists-2,digital-outcomes,,The Skills Development Scotland Co. Ltd,sds.co.uk,Scotland,2017-09-18,2 weeks,Anticipated to be 2 years.,3.0,2.0,5.0,closed,,,,
4507,ISS JPO IUS Project Co-Ordinator,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4507,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-08,1 week,For a period of 11 Months plus extensions funding pending up to 2 years,10.0,2.0,12.0,closed,,,,
4500,Borders Senior Data Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4500,digital-outcomes-and-specialists-2,digital-specialists,developer,Home Office Digital Services at Border{ DSAB},homeoffice.gsi.gov.uk,South East England,2017-06-21,2 weeks,Up to 2 years,8.0,3.0,11.0,closed,,,,
4523,Technical Support (Implementation & Logistics) to NSoIT OVS & OEHE throughout the Op Kipion JOA,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4523,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-09,2 weeks,For a period of 12 Months plus 2 x 6mth extensions funding pending,2.0,,2.0,closed,,,,
4517,"Clinical Coder, experienced with NHS Mental Health setting",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4517,digital-outcomes-and-specialists-2,digital-specialists,performanceAnalyst,Lancashire Care NHS Foundation Trust,lancashirecare.nhs.uk,North West England,2017-06-09,1 week,12 months,3.0,2.0,5.0,closed,,,,
4519,The Wales Gateway Project,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4519,digital-outcomes-and-specialists-2,digital-outcomes,,Welsh Assembly Government - Tourism and Marketing,wales.gsi.gov.uk,Offsite,2017-06-13,2 weeks,2 years,15.0,4.0,19.0,awarded,Nomensa Ltd,small,587335.0,2017-11-06
4535,WP1409: Development capability for Verify,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4535,digital-outcomes-and-specialists-2,digital-outcomes,,Government Digital Service,digital.cabinet-office.gov.uk,London,2017-06-19,2 weeks,8 months,10.0,5.0,15.0,awarded,ThoughtWorks Limited,large,1290708.0,2017-7-31
4534,University of East Anglia: Design and build of website and portal using a user experience approach.,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4534,digital-outcomes-and-specialists-2,digital-outcomes,,University of East Anglia,uea.ac.uk,East of England,2017-06-12,2 weeks,18 months,4.0,1.0,5.0,closed,,,,
4533,Business Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4533,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,Home Office,homeoffice.gsi.gov.uk,London,2017-06-12,2 weeks,1 Month,20.0,4.0,24.0,closed,,,,
4531,Design & Delivery Advisory and Assurance,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4531,digital-outcomes-and-specialists-2,digital-outcomes,,Medicines and Healthcare products Regulatory Agency,mhra.gov.uk,London,2017-06-12,2 weeks,3 months,9.0,3.0,12.0,awarded,DMW Group,medium,98000.0,2017-08-07
4546,Common Platform Programme Agile Business Analysis Service,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4546,digital-outcomes-and-specialists-2,digital-outcomes,,HM Courts and Tribunal Service (HMCTS) & Crown Prosecution Service (CPS),justice.gsi.gov.uk,London,2017-06-13,2 weeks,24 months,15.0,6.0,21.0,closed,,,,
4565,NLEDP 050 Relationship Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4565,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,Home Office National Law Enforcement Data Programme (NLEDP),homeoffice.gsi.gov.uk,London,2017-06-14,1 week,up to 2 years,19.0,7.0,26.0,awarded,Computer Task Group (UK) Limited,small,581400.0,2017-07-24
4570,NLEDP 052 Project Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4570,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,Home Office National Law Enforcement Data Programme (NLEDP),homeoffice.gsi.gov.uk,London,2017-06-14,1 week,up to 2 years,30.0,7.0,37.0,awarded,Computer Task Group (UK) Limited,small,581400.0,2017-07-24
4568,NLEDP 051 Business Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4568,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,Home Office National Law Enforcement Data Programme (NLEDP),homeoffice.gsi.gov.uk,London,2017-06-14,1 week,up to 2 years,27.0,6.0,33.0,awarded,Computer Task Group (UK) Limited,small,489600.0,2017-07-24
4567,National Law Enforcement Data Programme - Service Transition & Programme Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4567,digital-outcomes-and-specialists-2,digital-outcomes,,The Home Office,homeoffice.gsi.gov.uk,London,2017-06-25,2 weeks,2 Years,7.0,13.0,20.0,awarded,Ernst & Young LLP (EY),large,4500000.0,2017-09-25
4562,Supply of Microsoft Office 365 Suite together with Installation and Deployment Services,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4562,digital-outcomes-and-specialists-2,digital-outcomes,,The Ambulance Radio Programme  (ARP) hosted by South Western Ambulance NHS Foundation Trust,nhs.net,London,2017-06-14,2 weeks,Friday 27 October 2017,3.0,,3.0,awarded,Keystream Healthcare Resources Limited,small,90000.0,2017-08-07
4559,Windows 10 Automated Testing,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4559,digital-outcomes-and-specialists-2,digital-outcomes,,Guy's and St. Thomas' NHS Foundation Trust,gstt.nhs.uk,London,2017-06-14,2 weeks,,9.0,3.0,12.0,closed,,,,
4556,Development and Support for Business Intelligence,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4556,digital-outcomes-and-specialists-2,digital-outcomes,,South West Yorkshire Partnership NHS Foundation Trust,swyt.nhs.uk,Yorkshire and the Humber,2017-06-14,2 weeks,6 months,3.0,2.0,5.0,closed,,,,
4555,Development and Support for Business Intelligence,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4555,digital-outcomes-and-specialists-2,digital-specialists,developer,South West Yorkshire Partnership NHS Foundation Trust,swyt.nhs.uk,Yorkshire and the Humber,2017-06-14,2 weeks,6 months,,,,closed,,,,
4563,NLEDP 049 Product Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4563,digital-outcomes-and-specialists-2,digital-specialists,productManager,Home Office National Law Enforcement Data Programme (NLEDP),homeoffice.gsi.gov.uk,London,2017-06-14,1 week,up to 2 years,19.0,4.0,23.0,awarded,Computer Task Group (UK) Limited,small,581400.0,2017-07-24
4589,NSoIT(D) Design - Support to Run Engineering Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4589,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence ISS,mod.gov.uk,South West England,2017-06-19,1 week,9 Months with options to extend to the two year point (Pending financial approval),6.0,2.0,8.0,closed,,,,
4586,NSoIT(D) Design - Jade System Administrator,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4586,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence ISS,mod.gov.uk,South West England,2017-06-19,1 week,9 Months with options to extend to the two year point (Pending financial approval),6.0,2.0,8.0,closed,,,,
4585,NSoIT(D) Design - Jade System Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4585,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence ISS,mod.gov.uk,South West England,2017-06-19,1 week,9 Months with options to extend to the two year point (Pending financial approval),2.0,1.0,3.0,closed,,,,
4578,Mobility Transformation Project Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4578,digital-outcomes-and-specialists-2,digital-specialists,productManager,Intellectual Property Office,ipo.gov.uk,Wales,2017-06-15,1 week,6 - 12 Months,9.0,2.0,11.0,closed,,,,
4577,ISS NSoIT(B) Project Manager (2),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4577,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-15,1 week,31/01/2018,4.0,4.0,8.0,closed,,,,
4576,ISS NSoIT(B) Project Manager (1),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4576,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,"Ministry of Defence, Information Systems & Services",mod.gov.uk,South West England,2017-06-15,1 week,31/01/2018,7.0,4.0,11.0,closed,,,,
4572,NSoIT(D) Design - Jade Configuration Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4572,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence ISS,mod.gov.uk,South West England,2017-06-19,1 week,9 Months with options to extend to the two year point (Pending financial approval),4.0,1.0,5.0,closed,,,,
4571,Programme CORTISONE - Technical Evaluation Applications Integration Architectural Services Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4571,digital-outcomes-and-specialists-2,digital-outcomes,,Ministry Of Defence - Information Systems and Services,mod.uk,South West England,2017-06-16,2 weeks,24 months + possible 6 month extension.,3.0,6.0,9.0,closed,,,,
4602,Sickle Cell and Thalassaemia Screening Programme: Newborn Outcomes,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4602,digital-outcomes-and-specialists-2,digital-outcomes,,Public Health England,phe.gov.uk,London,2017-06-26,2 weeks,9 months,1.0,2.0,3.0,closed,,,,
4601,User Research Participants Recuitment - Department for International Trade,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4601,digital-outcomes-and-specialists-2,user-research-participants,,"Department For International Trade (DIT), Digital and Technology Directorate",trade.gsi.gov.uk,London,2017-06-16,2 weeks,,5.0,,5.0,closed,,,,
4600,Delivery Manager for HMPPS Digital Studio 4600,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/4600,digital-outcomes-and-specialists-2,digital-specialists,deliveryManager,Her Majesty's Prison & Probation Service (HMPPS) (Previously NOMS),digital.justice.gov.uk,Yorkshire and the Humber,2017-06-16,1 week,"SOW001 dated to 30/09/2017. Subsequent SOWs 3 month durations, up to 24 months",23.0,5.0,28.0,closed,,,,
